plz,kreisid,kreisname
24937,1,Flensburg – Schleswig
24848,1,Flensburg – Schleswig
24399,1,Flensburg – Schleswig
24861,1,Flensburg – Schleswig
24401,1,Flensburg – Schleswig
24860,1,Flensburg – Schleswig
24863,1,Flensburg – Schleswig
24855,1,Flensburg – Schleswig
24857,1,Flensburg – Schleswig
24866,1,Flensburg – Schleswig
24867,1,Flensburg – Schleswig
24869,1,Flensburg – Schleswig
24870,1,Flensburg – Schleswig
24803,1,Flensburg – Schleswig
24857,1,Flensburg – Schleswig
24884,1,Flensburg – Schleswig
24376,1,Flensburg – Schleswig
24872,1,Flensburg – Schleswig
24873,1,Flensburg – Schleswig
24876,1,Flensburg – Schleswig
24850,1,Flensburg – Schleswig
24879,1,Flensburg – Schleswig
24878,1,Flensburg – Schleswig
24855,1,Flensburg – Schleswig
24376,1,Flensburg – Schleswig
24860,1,Flensburg – Schleswig
24848,1,Flensburg – Schleswig
24848,1,Flensburg – Schleswig
24848,1,Flensburg – Schleswig
24888,1,Flensburg – Schleswig
24878,1,Flensburg – Schleswig
24850,1,Flensburg – Schleswig
24799,1,Flensburg – Schleswig
24405,1,Flensburg – Schleswig
24879,1,Flensburg – Schleswig
24392,1,Flensburg – Schleswig
24392,1,Flensburg – Schleswig
24407,1,Flensburg – Schleswig
24407,1,Flensburg – Schleswig
24405,1,Flensburg – Schleswig
24392,1,Flensburg – Schleswig
24882,1,Flensburg – Schleswig
24392,1,Flensburg – Schleswig
24837,1,Flensburg – Schleswig
24891,1,Flensburg – Schleswig
24850,1,Flensburg – Schleswig
24884,1,Flensburg – Schleswig
24887,1,Flensburg – Schleswig
24888,1,Flensburg – Schleswig
24890,1,Flensburg – Schleswig
24891,1,Flensburg – Schleswig
24392,1,Flensburg – Schleswig
24890,1,Flensburg – Schleswig
24893,1,Flensburg – Schleswig
24817,1,Flensburg – Schleswig
24803,1,Flensburg – Schleswig
24894,1,Flensburg – Schleswig
24896,1,Flensburg – Schleswig
24860,1,Flensburg – Schleswig
24897,1,Flensburg – Schleswig
24392,1,Flensburg – Schleswig
24899,1,Flensburg – Schleswig
24894,1,Flensburg – Schleswig
24881,1,Flensburg – Schleswig
24943,1,Flensburg – Schleswig
24996,1,Flensburg – Schleswig
24975,1,Flensburg – Schleswig
24994,1,Flensburg – Schleswig
24989,1,Flensburg – Schleswig
24852,1,Flensburg – Schleswig
24402,1,Flensburg – Schleswig
24395,1,Flensburg – Schleswig
24960,1,Flensburg – Schleswig
24969,1,Flensburg – Schleswig
24991,1,Flensburg – Schleswig
24977,1,Flensburg – Schleswig
24955,1,Flensburg – Schleswig
24376,1,Flensburg – Schleswig
24980,1,Flensburg – Schleswig
24994,1,Flensburg – Schleswig
24975,1,Flensburg – Schleswig
24975,1,Flensburg – Schleswig
24992,1,Flensburg – Schleswig
24994,1,Flensburg – Schleswig
24963,1,Flensburg – Schleswig
24992,1,Flensburg – Schleswig
24395,1,Flensburg – Schleswig
24977,1,Flensburg – Schleswig
24852,1,Flensburg – Schleswig
24975,1,Flensburg – Schleswig
24404,1,Flensburg – Schleswig
24994,1,Flensburg – Schleswig
24980,1,Flensburg – Schleswig
24960,1,Flensburg – Schleswig
24395,1,Flensburg – Schleswig
24395,1,Flensburg – Schleswig
24980,1,Flensburg – Schleswig
24994,1,Flensburg – Schleswig
24395,1,Flensburg – Schleswig
24376,1,Flensburg – Schleswig
24395,1,Flensburg – Schleswig
24977,1,Flensburg – Schleswig
24980,1,Flensburg – Schleswig
24885,1,Flensburg – Schleswig
24966,1,Flensburg – Schleswig
24852,1,Flensburg – Schleswig
24395,1,Flensburg – Schleswig
24972,1,Flensburg – Schleswig
24996,1,Flensburg – Schleswig
24409,1,Flensburg – Schleswig
24852,1,Flensburg – Schleswig
24963,1,Flensburg – Schleswig
24980,1,Flensburg – Schleswig
24997,1,Flensburg – Schleswig
24999,1,Flensburg – Schleswig
24994,1,Flensburg – Schleswig
24977,1,Flensburg – Schleswig
24969,1,Flensburg – Schleswig
24991,1,Flensburg – Schleswig
24983,1,Flensburg – Schleswig
24988,1,Flensburg – Schleswig
24986,1,Flensburg – Schleswig
24972,1,Flensburg – Schleswig
24392,1,Flensburg – Schleswig
25879,1,Flensburg – Schleswig
24864,1,Flensburg – Schleswig
25791,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25761,2,Nordfriesland – Dithmarschen Nord
25761,2,Nordfriesland – Dithmarschen Nord
25786,2,Nordfriesland – Dithmarschen Nord
25788,2,Nordfriesland – Dithmarschen Nord
25794,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25782,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25774,2,Nordfriesland – Dithmarschen Nord
25761,2,Nordfriesland – Dithmarschen Nord
25746,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25774,2,Nordfriesland – Dithmarschen Nord
25770,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25782,2,Nordfriesland – Dithmarschen Nord
25788,2,Nordfriesland – Dithmarschen Nord
25774,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25774,2,Nordfriesland – Dithmarschen Nord
25774,2,Nordfriesland – Dithmarschen Nord
25770,2,Nordfriesland – Dithmarschen Nord
25791,2,Nordfriesland – Dithmarschen Nord
25746,2,Nordfriesland – Dithmarschen Nord
25774,2,Nordfriesland – Dithmarschen Nord
25792,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25746,2,Nordfriesland – Dithmarschen Nord
25785,2,Nordfriesland – Dithmarschen Nord
25761,2,Nordfriesland – Dithmarschen Nord
25746,2,Nordfriesland – Dithmarschen Nord
25794,2,Nordfriesland – Dithmarschen Nord
25776,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25776,2,Nordfriesland – Dithmarschen Nord
25782,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25795,2,Nordfriesland – Dithmarschen Nord
25792,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25797,2,Nordfriesland – Dithmarschen Nord
25782,2,Nordfriesland – Dithmarschen Nord
25794,2,Nordfriesland – Dithmarschen Nord
25788,2,Nordfriesland – Dithmarschen Nord
25761,2,Nordfriesland – Dithmarschen Nord
25795,2,Nordfriesland – Dithmarschen Nord
25782,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25746,2,Nordfriesland – Dithmarschen Nord
25782,2,Nordfriesland – Dithmarschen Nord
25761,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25799,2,Nordfriesland – Dithmarschen Nord
25782,2,Nordfriesland – Dithmarschen Nord
25764,2,Nordfriesland – Dithmarschen Nord
25779,2,Nordfriesland – Dithmarschen Nord
25917,2,Nordfriesland – Dithmarschen Nord
25853,2,Nordfriesland – Dithmarschen Nord
25885,2,Nordfriesland – Dithmarschen Nord
25885,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25821,2,Nordfriesland – Dithmarschen Nord
25860,2,Nordfriesland – Dithmarschen Nord
25927,2,Nordfriesland – Dithmarschen Nord
25842,2,Nordfriesland – Dithmarschen Nord
25850,2,Nordfriesland – Dithmarschen Nord
25853,2,Nordfriesland – Dithmarschen Nord
25850,2,Nordfriesland – Dithmarschen Nord
25852,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25899,2,Nordfriesland – Dithmarschen Nord
25923,2,Nordfriesland – Dithmarschen Nord
25926,2,Nordfriesland – Dithmarschen Nord
25821,2,Nordfriesland – Dithmarschen Nord
25821,2,Nordfriesland – Dithmarschen Nord
25899,2,Nordfriesland – Dithmarschen Nord
25878,2,Nordfriesland – Dithmarschen Nord
25853,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25845,2,Nordfriesland – Dithmarschen Nord
25923,2,Nordfriesland – Dithmarschen Nord
25876,2,Nordfriesland – Dithmarschen Nord
25840,2,Nordfriesland – Dithmarschen Nord
25924,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25862,2,Nordfriesland – Dithmarschen Nord
25862,2,Nordfriesland – Dithmarschen Nord
25869,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25855,2,Nordfriesland – Dithmarschen Nord
25856,2,Nordfriesland – Dithmarschen Nord
25856,2,Nordfriesland – Dithmarschen Nord
25858,2,Nordfriesland – Dithmarschen Nord
25997,2,Nordfriesland – Dithmarschen Nord
25923,2,Nordfriesland – Dithmarschen Nord
25859,2,Nordfriesland – Dithmarschen Nord
25860,2,Nordfriesland – Dithmarschen Nord
25876,2,Nordfriesland – Dithmarschen Nord
25923,2,Nordfriesland – Dithmarschen Nord
25813,2,Nordfriesland – Dithmarschen Nord
25885,2,Nordfriesland – Dithmarschen Nord
25862,2,Nordfriesland – Dithmarschen Nord
25999,2,Nordfriesland – Dithmarschen Nord
25926,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25924,2,Nordfriesland – Dithmarschen Nord
25899,2,Nordfriesland – Dithmarschen Nord
25840,2,Nordfriesland – Dithmarschen Nord
25862,2,Nordfriesland – Dithmarschen Nord
25832,2,Nordfriesland – Dithmarschen Nord
25926,2,Nordfriesland – Dithmarschen Nord
25863,2,Nordfriesland – Dithmarschen Nord
25842,2,Nordfriesland – Dithmarschen Nord
25917,2,Nordfriesland – Dithmarschen Nord
25923,2,Nordfriesland – Dithmarschen Nord
25992,2,Nordfriesland – Dithmarschen Nord
25864,2,Nordfriesland – Dithmarschen Nord
25842,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25866,2,Nordfriesland – Dithmarschen Nord
25946,2,Nordfriesland – Dithmarschen Nord
25927,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25899,2,Nordfriesland – Dithmarschen Nord
25946,2,Nordfriesland – Dithmarschen Nord
25870,2,Nordfriesland – Dithmarschen Nord
25845,2,Nordfriesland – Dithmarschen Nord
25884,2,Nordfriesland – Dithmarschen Nord
25842,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25870,2,Nordfriesland – Dithmarschen Nord
25873,2,Nordfriesland – Dithmarschen Nord
25860,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25872,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25885,2,Nordfriesland – Dithmarschen Nord
25849,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25876,2,Nordfriesland – Dithmarschen Nord
25873,2,Nordfriesland – Dithmarschen Nord
25821,2,Nordfriesland – Dithmarschen Nord
25920,2,Nordfriesland – Dithmarschen Nord
25924,2,Nordfriesland – Dithmarschen Nord
25826,2,Nordfriesland – Dithmarschen Nord
25876,2,Nordfriesland – Dithmarschen Nord
25813,2,Nordfriesland – Dithmarschen Nord
25878,2,Nordfriesland – Dithmarschen Nord
25813,2,Nordfriesland – Dithmarschen Nord
25821,2,Nordfriesland – Dithmarschen Nord
25884,2,Nordfriesland – Dithmarschen Nord
25917,2,Nordfriesland – Dithmarschen Nord
25917,2,Nordfriesland – Dithmarschen Nord
25920,2,Nordfriesland – Dithmarschen Nord
25821,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25876,2,Nordfriesland – Dithmarschen Nord
25923,2,Nordfriesland – Dithmarschen Nord
25813,2,Nordfriesland – Dithmarschen Nord
25881,2,Nordfriesland – Dithmarschen Nord
25882,2,Nordfriesland – Dithmarschen Nord
25917,2,Nordfriesland – Dithmarschen Nord
25832,2,Nordfriesland – Dithmarschen Nord
25881,2,Nordfriesland – Dithmarschen Nord
25889,2,Nordfriesland – Dithmarschen Nord
25923,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25884,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25821,2,Nordfriesland – Dithmarschen Nord
25836,2,Nordfriesland – Dithmarschen Nord
25996,2,Nordfriesland – Dithmarschen Nord
25881,2,Nordfriesland – Dithmarschen Nord
25885,2,Nordfriesland – Dithmarschen Nord
25926,2,Nordfriesland – Dithmarschen Nord
25887,2,Nordfriesland – Dithmarschen Nord
25876,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25872,2,Nordfriesland – Dithmarschen Nord
25946,2,Nordfriesland – Dithmarschen Nord
25889,2,Nordfriesland – Dithmarschen Nord
25856,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25938,2,Nordfriesland – Dithmarschen Nord
25899,2,Nordfriesland – Dithmarschen Nord
25924,2,Nordfriesland – Dithmarschen Nord
25917,2,Nordfriesland – Dithmarschen Nord
25980,2,Nordfriesland – Dithmarschen Nord
25767,3,Steinburg – Dithmarschen Süd
25767,3,Steinburg – Dithmarschen Süd
25715,3,Steinburg – Dithmarschen Süd
25704,3,Steinburg – Dithmarschen Süd
25719,3,Steinburg – Dithmarschen Süd
25712,3,Steinburg – Dithmarschen Süd
25541,3,Steinburg – Dithmarschen Süd
25712,3,Steinburg – Dithmarschen Süd
25767,3,Steinburg – Dithmarschen Süd
25712,3,Steinburg – Dithmarschen Süd
25719,3,Steinburg – Dithmarschen Süd
25709,3,Steinburg – Dithmarschen Süd
25715,3,Steinburg – Dithmarschen Süd
25715,3,Steinburg – Dithmarschen Süd
25721,3,Steinburg – Dithmarschen Süd
25704,3,Steinburg – Dithmarschen Süd
25704,3,Steinburg – Dithmarschen Süd
25727,3,Steinburg – Dithmarschen Süd
25718,3,Steinburg – Dithmarschen Süd
25712,3,Steinburg – Dithmarschen Süd
25693,3,Steinburg – Dithmarschen Süd
25709,3,Steinburg – Dithmarschen Süd
25712,3,Steinburg – Dithmarschen Süd
25767,3,Steinburg – Dithmarschen Süd
25709,3,Steinburg – Dithmarschen Süd
25709,3,Steinburg – Dithmarschen Süd
25727,3,Steinburg – Dithmarschen Süd
25712,3,Steinburg – Dithmarschen Süd
25709,3,Steinburg – Dithmarschen Süd
25709,3,Steinburg – Dithmarschen Süd
25704,3,Steinburg – Dithmarschen Süd
25724,3,Steinburg – Dithmarschen Süd
25724,3,Steinburg – Dithmarschen Süd
25704,3,Steinburg – Dithmarschen Süd
25785,3,Steinburg – Dithmarschen Süd
25767,3,Steinburg – Dithmarschen Süd
25767,3,Steinburg – Dithmarschen Süd
25712,3,Steinburg – Dithmarschen Süd
25715,3,Steinburg – Dithmarschen Süd
25693,3,Steinburg – Dithmarschen Süd
25785,3,Steinburg – Dithmarschen Süd
25725,3,Steinburg – Dithmarschen Süd
25724,3,Steinburg – Dithmarschen Süd
25782,3,Steinburg – Dithmarschen Süd
25727,3,Steinburg – Dithmarschen Süd
25693,3,Steinburg – Dithmarschen Süd
25693,3,Steinburg – Dithmarschen Süd
25767,3,Steinburg – Dithmarschen Süd
25729,3,Steinburg – Dithmarschen Süd
25704,3,Steinburg – Dithmarschen Süd
25704,3,Steinburg – Dithmarschen Süd
25767,3,Steinburg – Dithmarschen Süd
24616,3,Steinburg – Dithmarschen Süd
24576,3,Steinburg – Dithmarschen Süd
24576,3,Steinburg – Dithmarschen Süd
24616,3,Steinburg – Dithmarschen Süd
25563,3,Steinburg – Dithmarschen Süd
24649,3,Steinburg – Dithmarschen Süd
24623,3,Steinburg – Dithmarschen Süd
24576,3,Steinburg – Dithmarschen Süd
24616,3,Steinburg – Dithmarschen Süd
24616,3,Steinburg – Dithmarschen Süd
24632,3,Steinburg – Dithmarschen Süd
24576,3,Steinburg – Dithmarschen Süd
24576,3,Steinburg – Dithmarschen Süd
24576,3,Steinburg – Dithmarschen Süd
24649,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25572,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25335,3,Steinburg – Dithmarschen Süd
25548,3,Steinburg – Dithmarschen Süd
25569,3,Steinburg – Dithmarschen Süd
25573,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25524,3,Steinburg – Dithmarschen Süd
25584,3,Steinburg – Dithmarschen Süd
25348,3,Steinburg – Dithmarschen Süd
25596,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25376,3,Steinburg – Dithmarschen Süd
25597,3,Steinburg – Dithmarschen Süd
25524,3,Steinburg – Dithmarschen Süd
25576,3,Steinburg – Dithmarschen Süd
24616,3,Steinburg – Dithmarschen Süd
25572,3,Steinburg – Dithmarschen Süd
25593,3,Steinburg – Dithmarschen Süd
25578,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25582,3,Steinburg – Dithmarschen Süd
25572,3,Steinburg – Dithmarschen Süd
25361,3,Steinburg – Dithmarschen Süd
25348,3,Steinburg – Dithmarschen Süd
25579,3,Steinburg – Dithmarschen Süd
25348,3,Steinburg – Dithmarschen Süd
25361,3,Steinburg – Dithmarschen Süd
25596,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25524,3,Steinburg – Dithmarschen Süd
25524,3,Steinburg – Dithmarschen Süd
25581,3,Steinburg – Dithmarschen Süd
25379,3,Steinburg – Dithmarschen Süd
25563,3,Steinburg – Dithmarschen Süd
25569,3,Steinburg – Dithmarschen Süd
25582,3,Steinburg – Dithmarschen Süd
25358,3,Steinburg – Dithmarschen Süd
25551,3,Steinburg – Dithmarschen Süd
25584,3,Steinburg – Dithmarschen Süd
25358,3,Steinburg – Dithmarschen Süd
25588,3,Steinburg – Dithmarschen Süd
25524,3,Steinburg – Dithmarschen Süd
25582,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25548,3,Steinburg – Dithmarschen Süd
25368,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25524,3,Steinburg – Dithmarschen Süd
25376,3,Steinburg – Dithmarschen Süd
25361,3,Steinburg – Dithmarschen Süd
25569,3,Steinburg – Dithmarschen Süd
25569,3,Steinburg – Dithmarschen Süd
25597,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25572,3,Steinburg – Dithmarschen Süd
25566,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25572,3,Steinburg – Dithmarschen Süd
25551,3,Steinburg – Dithmarschen Süd
25551,3,Steinburg – Dithmarschen Süd
25582,3,Steinburg – Dithmarschen Süd
25588,3,Steinburg – Dithmarschen Süd
25597,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25548,3,Steinburg – Dithmarschen Süd
25587,3,Steinburg – Dithmarschen Süd
25578,3,Steinburg – Dithmarschen Süd
25335,3,Steinburg – Dithmarschen Süd
25596,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25594,3,Steinburg – Dithmarschen Süd
25524,3,Steinburg – Dithmarschen Süd
25548,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25588,3,Steinburg – Dithmarschen Süd
25591,3,Steinburg – Dithmarschen Süd
25551,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25581,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25563,3,Steinburg – Dithmarschen Süd
25579,3,Steinburg – Dithmarschen Süd
25593,3,Steinburg – Dithmarschen Süd
25566,3,Steinburg – Dithmarschen Süd
25548,3,Steinburg – Dithmarschen Süd
25572,3,Steinburg – Dithmarschen Süd
24616,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25551,3,Steinburg – Dithmarschen Süd
25551,3,Steinburg – Dithmarschen Süd
25358,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25548,3,Steinburg – Dithmarschen Süd
25361,3,Steinburg – Dithmarschen Süd
25594,3,Steinburg – Dithmarschen Süd
25594,3,Steinburg – Dithmarschen Süd
25596,3,Steinburg – Dithmarschen Süd
25560,3,Steinburg – Dithmarschen Süd
25597,3,Steinburg – Dithmarschen Süd
25599,3,Steinburg – Dithmarschen Süd
24613,3,Steinburg – Dithmarschen Süd
24616,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
25551,3,Steinburg – Dithmarschen Süd
25548,3,Steinburg – Dithmarschen Süd
25563,3,Steinburg – Dithmarschen Süd
25563,3,Steinburg – Dithmarschen Süd
25377,3,Steinburg – Dithmarschen Süd
25554,3,Steinburg – Dithmarschen Süd
24239,4,Rendsburg-Eckernförde
24791,4,Rendsburg-Eckernförde
24340,4,Rendsburg-Eckernförde
24634,4,Rendsburg-Eckernförde
24358,4,Rendsburg-Eckernförde
24613,4,Rendsburg-Eckernförde
24806,4,Rendsburg-Eckernförde
24793,4,Rendsburg-Eckernförde
24360,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
25575,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24241,4,Rendsburg-Eckernförde
24220,4,Rendsburg-Eckernförde
24802,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24589,4,Rendsburg-Eckernförde
24794,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
24796,4,Rendsburg-Eckernförde
24793,4,Rendsburg-Eckernförde
24796,4,Rendsburg-Eckernförde
24797,4,Rendsburg-Eckernförde
24811,4,Rendsburg-Eckernförde
24816,4,Rendsburg-Eckernförde
24398,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24782,4,Rendsburg-Eckernförde
24794,4,Rendsburg-Eckernförde
24799,4,Rendsburg-Eckernförde
24229,4,Rendsburg-Eckernförde
24589,4,Rendsburg-Eckernförde
24361,4,Rendsburg-Eckernförde
24351,4,Rendsburg-Eckernförde
24398,4,Rendsburg-Eckernförde
24340,4,Rendsburg-Eckernförde
24647,4,Rendsburg-Eckernförde
24589,4,Rendsburg-Eckernförde
24589,4,Rendsburg-Eckernförde
24800,4,Rendsburg-Eckernförde
24819,4,Rendsburg-Eckernförde
24802,4,Rendsburg-Eckernförde
24242,4,Rendsburg-Eckernförde
24244,4,Rendsburg-Eckernförde
24357,4,Rendsburg-Eckernförde
24220,4,Rendsburg-Eckernförde
24787,4,Rendsburg-Eckernförde
24799,4,Rendsburg-Eckernförde
24799,4,Rendsburg-Eckernförde
24340,4,Rendsburg-Eckernförde
24214,4,Rendsburg-Eckernförde
24622,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24241,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24802,4,Rendsburg-Eckernförde
24361,4,Rendsburg-Eckernförde
24357,4,Rendsburg-Eckernförde
24819,4,Rendsburg-Eckernförde
24361,4,Rendsburg-Eckernförde
24805,4,Rendsburg-Eckernförde
24816,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
24790,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24797,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24806,4,Rendsburg-Eckernförde
24363,4,Rendsburg-Eckernförde
24361,4,Rendsburg-Eckernförde
24364,4,Rendsburg-Eckernförde
24358,4,Rendsburg-Eckernförde
24357,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24808,4,Rendsburg-Eckernförde
24398,4,Rendsburg-Eckernförde
24361,4,Rendsburg-Eckernförde
24799,4,Rendsburg-Eckernförde
24354,4,Rendsburg-Eckernförde
24644,4,Rendsburg-Eckernförde
24796,4,Rendsburg-Eckernförde
24631,4,Rendsburg-Eckernförde
24214,4,Rendsburg-Eckernförde
24806,4,Rendsburg-Eckernförde
24644,4,Rendsburg-Eckernförde
24366,4,Rendsburg-Eckernförde
25585,4,Rendsburg-Eckernförde
24816,4,Rendsburg-Eckernförde
24340,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24109,4,Rendsburg-Eckernförde
24247,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24113,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24625,4,Rendsburg-Eckernförde
24214,4,Rendsburg-Eckernförde
24794,4,Rendsburg-Eckernförde
24214,4,Rendsburg-Eckernförde
24819,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24214,4,Rendsburg-Eckernförde
24589,4,Rendsburg-Eckernförde
24809,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
24793,4,Rendsburg-Eckernförde
24251,4,Rendsburg-Eckernförde
24790,4,Rendsburg-Eckernförde
24367,4,Rendsburg-Eckernförde
24783,4,Rendsburg-Eckernförde
25590,4,Rendsburg-Eckernförde
24107,4,Rendsburg-Eckernförde
24811,4,Rendsburg-Eckernförde
24634,4,Rendsburg-Eckernförde
24805,4,Rendsburg-Eckernförde
24107,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24790,4,Rendsburg-Eckernförde
24241,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24768,4,Rendsburg-Eckernförde
24782,4,Rendsburg-Eckernförde
24354,4,Rendsburg-Eckernförde
24247,4,Rendsburg-Eckernförde
24254,4,Rendsburg-Eckernförde
24783,4,Rendsburg-Eckernförde
24241,4,Rendsburg-Eckernförde
24214,4,Rendsburg-Eckernförde
24241,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24220,4,Rendsburg-Eckernförde
24790,4,Rendsburg-Eckernförde
24589,4,Rendsburg-Eckernförde
24813,4,Rendsburg-Eckernförde
24229,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
24814,4,Rendsburg-Eckernförde
24241,4,Rendsburg-Eckernförde
24806,4,Rendsburg-Eckernförde
24816,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
24229,4,Rendsburg-Eckernförde
25585,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24220,4,Rendsburg-Eckernförde
25557,4,Rendsburg-Eckernförde
24351,4,Rendsburg-Eckernförde
24644,4,Rendsburg-Eckernförde
24819,4,Rendsburg-Eckernförde
24214,4,Rendsburg-Eckernförde
24369,4,Rendsburg-Eckernförde
24594,4,Rendsburg-Eckernförde
24646,4,Rendsburg-Eckernförde
24647,4,Rendsburg-Eckernförde
24582,4,Rendsburg-Eckernförde
24259,4,Rendsburg-Eckernförde
24784,4,Rendsburg-Eckernförde
24340,4,Rendsburg-Eckernförde
24398,4,Rendsburg-Eckernförde
24358,4,Rendsburg-Eckernförde
24103,5,Kiel
24161,5,Kiel
24119,5,Kiel
24534,6,Plön – Neumünster
24326,6,Plön – Neumünster
24245,6,Plön – Neumünster
24217,6,Plön – Neumünster
